,doi,title,authors,year,publicationName,url,citedby-count
0,10.1109/TVCG.2022.3173889,Practice Improves Performance of a 2D Uncertainty Integration Task Within and Across Visualizations,Kusumastuti S.A.,1 September 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85132533170,0
1,10.1109/TVCG.2022.3170531,Graphical Enhancements for Effective Exemplar Identification in Contextual Data Visualizations,Zhang X.,1 September 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85129364767,1
2,10.1109/TVCG.2023.3326569,Large-Scale Evaluation of Topic Models and Dimensionality Reduction Methods for 2D Text Spatialization,Atzberger D.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85176348264,0
3,10.1109/TVCG.2023.3326594,Dataopsy: Scalable and Fluid Visual Exploration using Aggregate Query Sculpting,Hoque M.n.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85176339961,0
4,10.1109/TVCG.2023.3326514,"PROWIS: A Visual Approach for Building, Managing, and Analyzing Weather Simulation Ensembles at Runtime",de Souza C.V.F.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85176310167,0
5,10.1109/TVCG.2023.3263856,RadVolViz: An Information Display-Inspired Transfer Function Editor for Multivariate Volume Visualization,Kumar A.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85153406483,0
6,10.1109/TVCG.2023.3256376,Interactive Subspace Cluster Analysis Guided by Semantic Attribute Associations,Mahmood S.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85151321500,1
7,10.1109/TVCG.2023.3237768,Continuous Scatterplot Operators for Bivariate Analysis and Study of Electronic Transitions,Sharma M.,2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85147261210,0
8,10.1109/TVCG.2022.3209439,Multivariate Probabilistic Range Queries for Scalable Interactive 3D Visualization,Ageeli A.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139527542,0
9,10.1109/TVCG.2022.3209424,Fiber Uncertainty Visualization for Bivariate Data With Parametric and Nonparametric Noise Models,Athawale T.M.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139524570,1
10,10.1109/TVCG.2022.3209348,Evaluating the Use of Uncertainty Visualisations for Imputations of Data Missing at Random in Scatterplots,Sarma A.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139514204,0
11,10.1109/TVCG.2022.3209473,Level Set Restricted Voronoi Tessellation for Large scale Spatial Statistical Analysis,Neuroth T.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139494793,0
12,10.1109/TVCG.2022.3209353,The Quest for : Embedded Visualization for Augmenting Basketball Game Viewing Experiences,Lin T.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139484844,5
13,10.1109/TVCG.2022.3209351,RISeer: Inspecting the Status and Dynamics of Regional Industrial Structure via Visual Analytics,Chen L.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139477772,0
14,10.1109/TVCG.2022.3209431,PSEUDo: Interactive Pattern Search in Multivariate Time Series with Locality-Sensitive Hashing and Relevance Feedback,Yu Y.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139474989,4
15,10.1109/TVCG.2022.3209400,On-Tube Attribute Visualization for Multivariate Trajectory Data,Russig B.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139471922,1
16,10.1109/TVCG.2022.3209452,RASIPAM: Interactive Pattern Mining of Multivariate Event Sequences in Racket Sports,Wu J.,1 January 2023,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85139470123,1
17,10.1109/TVCG.2021.3098123,MVNet: Multi-Variate Multi-View Brain Network Comparison Over Uncertain Data,Shi L.,1 December 2022,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85111057722,1
18,10.1109/TVCG.2021.3087273,A Topological Similarity Measure Between Multi-Resolution Reeb Spaces,Ramamurthi Y.,1 December 2022,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85111036561,1
19,10.1109/TVCG.2022.3232591,Evaluating Glyph Design for Showing Large-Magnitude-Range Quantum Spins,Zhao H.,2022,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85146215994,0
20,10.1109/TVCG.2022.3223529,Multivariate Data Explanation by Jumping Emerging Patterns Visualization,Neto M.P.,2022,IEEE Transactions on Visualization and Computer Graphics,https://api.elsevier.com/content/abstract/scopus_id/85144045275,1
